name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
CHE,3,3,1,18,45,1707.33,2261.17,NA,0,,,
CHF,6,4,2,29,66,606.69,757.81,NA,10140,In Memory of the Fallen,81,Platinum
CIA,5,2,2,6,56,1136,2961,NA,11522,Droogs,79,Unranked
CIB,3,3,2,19,90,1959.33,2342,NA,0,,,
CIC,5,4,2,24,79,5266,1021.33,NA,33458,SA House of Mischief,98,Platinum
CID,4,4,2,27,92,4879,2107.56,Crypto,9041,PT-Calculated,95,Diamond
CIE,3,3,2,21,90,1778.75,2010.42,NA,0,,,
CIF,5,4,2,24,79,894.48,1066.22,NA,16040,Winter is Coming,83,Platinum
CJA,7,2,2,10,38,170.44,2791.33,Westworld,30584,Disorderly Conduct,28,Platinum
CJB,4,3,2,20,79,1973.17,808.08,NA,14821,JFK - Future Killers,78,Diamond
CJC,4,4,2,25,92,1389.33,1084.67,NA,0,,,
CJD,4,2,2,9,66,4969,2147.97,NA,22295,Aquarius,92,Diamond
CJE,2,3,2,11,101,2137.41,1931.88,NA,8867,Monarch Chrysalis,93,Diamond
CJF,3,3,1,18,45,4038.67,1066,Crypto,0,,,
CKA,7,3,2,20,45,94.17,2401.67,NA,0,,,
CKB,6,3,2,15,56,571,2578.67,NA,44445,Combat Ready HQ,40,Gold
CKC,7,4,1,26,26,5956.22,1126.82,NA,0,,,
CKD,3,2,2,10,75,4638.33,2257.67,NA,0,,,
CKE,3,3,2,12,90,4608.58,1542,Crypto,478,PT-ShadowRazers,90,Diamond
CKF,7,2,2,7,38,78.3,2262.65,NA,0,,,
CLA,7,3,1,18,23,133.9,2550.43,NA,0,,,
CLB,6,2,2,8,47,723,3084,NA,0,,,
CLC,6,1,1,5,19,5634.33,1125.33,NA,36274,Violent Resolution II,99,Platinum
CLD,4,4,2,24,92,4971.67,2347.33,Crypto,0,,,
CLE,5,3,2,18,68,3341.75,608.17,NA,0,,,
CLF,6,3,3,20,84,735.63,2636.67,Westworld,17133,Torn Medical,95,Silver
CMA,7,2,1,10,19,142.17,1833.67,NA,8677,Mana,35,Platinum
CMB,6,2,1,10,23,638.78,3215.34,NA,0,,,
CMC,6,2,2,7,47,5691.67,1170.41,NA,36274,Violent Resolution II,99,Platinum
CMD,2,3,2,18,101,3910.67,2466.67,Crypto,8706,Carbon,97,Diamond
CME,3,3,2,24,90,2238.34,1140.33,NA,0,,,
CMF,5,3,3,11,101,1197.57,2523.01,NA,42671,The Hellfire Club,65,Gold
CNB,7,1,1,5,15,5.58,2115.92,NA,11131,Infernum-,64,Gold
CNC,4,3,2,16,79,1271.07,3047.5,NA,0,,,
CND,4,2,2,9,66,4847.33,1205,NA,0,,,
CNE,6,3,2,20,56,4698.67,372,NA,21716,The Covenant,93,Platinum
CNF,7,2,1,10,19,4933.92,55.58,NA,33783,Impulse,91,Bronze
CNG,1,2,2,10,94,2622.67,1975.75,NA,0,,,
COB,6,3,2,17,56,479.74,2931.73,Westworld,0,,,
COC,5,3,1,12,34,1176.97,3250.94,NA,15446,Druggies in Snuggies,100,Diamond
COD,4,2,1,7,33,4774,1226,NA,0,,,
COE,5,4,2,29,79,5332.62,1606.77,Crypto,0,,,
COF,5,3,1,19,34,4095.5,565.84,NA,9100,The Black Hand,74,Platinum
COG,2,3,2,21,101,2471,1524,NA,0,,,
CPB,6,3,2,16,56,489.36,2554.08,Westworld,0,,,
CPC,4,3,2,21,79,1393.52,2939.78,NA,16335,SMTH - November Chopin,97,Diamond
CPD,7,4,2,25,53,6073.74,1279.51,NA,46708,The Revenant,95,Gold
CPE,5,4,2,29,79,2045.6,678.96,NA,0,,,
CPF,1,3,1,18,56,3362.57,2680.51,NA,0,,,
CPG,4,2,2,8,66,1339.33,2842,NA,16335,SMTH - November Chopin,97,Diamond
CQB,6,3,2,13,56,617.33,2856.08,NA,9745,Emergency Room,84,Gold
CQC,1,2,2,11,94,3803.33,2539,Crypto,0,,,
CQD,6,3,1,20,28,5654.17,1299.67,NA,40420,Too Sober for this Shit,99,Platinum
CQF,7,4,1,26,26,2578.27,33.82,NA,0,,,
CQG,6,1,2,5,38,473.14,3163.78,NA,0,,,
CRB,6,2,2,8,47,766.17,3102.58,NA,10741,SMTH - Trisolary,99,Bronze
CRC,1,3,2,13,113,3745.97,2535.67,Crypto,8520,Xenon,95,Diamond
CRD,3,3,2,20,90,4339,1326.67,NA,0,,,
CRE,7,2,2,10,38,2171.58,153.25,NA,8400,Lingering Insanity,65,Diamond
CRF,7,3,1,19,23,2999.44,128.18,Westworld,6924,JFR,92,Unranked
CRG,1,3,2,13,113,2746.72,2906.22,NS,0,,,
CSB,5,2,2,11,56,994.06,2066,NA,0,,,
CSC,1,2,2,11,94,3297.72,3158.66,NA,35507,The Nest,79,Gold
CSD,2,3,2,15,101,3307.58,1352.01,NA,42125,ODB,95,Diamond
CSE,6,4,2,24,66,5284.67,369.75,NA,0,,,
CSF,6,4,1,24,33,3366.47,364.81,Westworld,40951,TBA-Rise Again,59,Silver
CSG,4,4,3,25,138,3547.42,1047.5,NA,0,,,
CTB,7,2,2,7,38,362,447.33,NA,0,,,
CTC,1,4,3,24,197,3338.71,3175,NA,0,,,
CTD,5,2,2,8,56,5309.33,1382.33,NA,46442,The Resolute,100,Platinum
CTE,4,5,2,30,105,4789,1298.99,NA,0,,,
CTF,6,4,1,28,33,4612.24,275.79,NA,0,,,
CTG,4,3,2,24,79,4982.64,3021.33,NA,8836,Vinerri,99,Diamond
CUB,7,4,2,27,53,133.64,595.74,NA,6895,Iron Rose Cartel,73,Gold
CUC,1,4,3,27,197,3013.17,3007.42,NA,0,,,
CUD,5,2,2,7,56,5313.67,1414.33,NA,0,,,
CUE,4,2,1,7,33,1250.67,1115,Westworld,36457,Warband of the Fallen,48,Gold
CUF,6,1,1,5,19,2179.5,330.54,NA,0,,,
CUG,3,3,2,23,90,4284.45,2552.11,NA,10566,The Rifle Company,56,Platinum
CVB,7,3,1,19,23,41.04,122.11,NA,7227,The Collective JTF,94,Platinum
CVC,7,3,1,23,23,2375,41.66,NA,28349,Dexter&#039;s Laboratory,92,Diamond
CVD,2,3,2,13,101,3177,1464.34,NA,0,,,
CVE,1,3,2,20,113,3119.41,1707.33,NA,366,Evolution,98,Diamond
CVF,7,4,1,27,26,5463.74,53.67,NA,2736,Itsi Bitsi Bikini,94,Platinum
CVG,4,3,2,24,79,5046.33,2605,NA,0,,,
CWB,7,2,1,8,19,91.17,1121.59,NA,0,,,
CWC,7,4,2,29,53,2674.36,259.87,NA,9953,The Drunk Tank,64,Platinum
CWD,6,4,2,25,66,5638.52,1543.67,NA,11539,The Sick Bay,99,Unranked
CWE,2,3,2,16,101,2062.67,2043.42,NA,0,,,
CWF,4,3,1,23,39,2966.92,995.54,NA,10610,NPO - Strength,83,Platinum
CWG,2,3,2,18,101,4197.67,2723.67,NA,0,,,
CXB,5,3,2,15,68,1034,2904.63,NA,0,,,
CXC,6,2,2,9,47,4519,351.18,NA,0,,,
CXD,2,3,2,14,101,2648.89,1534.67,NA,9357,AQUA-Neptune,84,Diamond
CXE,3,2,2,9,75,1651.17,2155.77,NA,0,,,
CXF,5,3,1,15,34,1057.74,818.18,NA,0,,,
CXG,5,1,2,5,45,5229.33,2413.33,NA,37450,Wargasm-DNA,53,Silver
CYB,5,2,2,8,56,1097.62,2520,NA,27370,Desert Eagle,68,Platinum
CYC,6,3,2,21,56,4020.33,430,NA,0,,,
CYD,2,3,2,12,101,3764.33,1589.67,NA,0,,,
CYE,3,2,2,9,75,1659.17,1863.75,NA,0,,,
CYF,6,4,1,27,33,5432.61,322.92,NA,0,,,
CYG,6,5,3,29,113,5458.96,2386.67,NA,0,,,
CZB,4,3,2,17,79,1404.08,2757.71,NA,10818,Lex Wolverines,88,Platinum
CZC,5,3,2,17,68,4186.74,541.61,NA,9100,The Black Hand,74,Platinum
CZD,2,3,2,21,101,3885.67,1650.65,NA,0,,,
CZE,2,3,2,14,101,3790.5,1508.43,NA,231,Destructive Anomaly,92,Diamond
CZF,7,4,1,27,26,6146.51,66.46,NA,13343,The Defiant,33,Platinum
CZG,7,2,1,10,19,6078.12,2955.83,NA,0,,,
DAA,7,3,2,13,45,395.33,486.89,NA,10140,In Memory of the Fallen,81,Platinum
DAB,4,3,2,21,79,1432.33,2442.3,NA,0,,,
DAC,5,4,2,25,79,2938.99,615,NA,35776,IA Black,50,Platinum
DAD,5,5,3,30,135,5291.63,1709.23,Crypto,22295,Aquarius,92,Diamond
DAE,4,3,2,20,79,4799.74,1491.03,Crypto,0,,,
DAF,6,3,1,16,28,690.95,1479.13,JFK,16120,WarDogs CM,23,Unranked
DAG,4,1,2,5,53,4693.25,2983.98,NA,0,,,
DBA,5,3,2,19,68,1526,707.33,Westworld,8062,Ruthless Reborn,82,Platinum
DBB,7,2,1,10,19,315.44,1258.98,JFK,7093,Halos,55,Silver
DBC,5,3,2,16,68,2386.33,722.96,NA,0,,,
DBD,4,3,2,19,79,1200.33,1710.33,NA,7969,WIT-Premier,94,Diamond
DBE,4,3,2,23,79,4900.5,1724.11,Crypto,0,,,
DBF,2,3,2,15,101,2371.02,2299.95,NS,0,,,
DBG,3,5,3,30,180,4401.19,2799.39,Crypto,8151,Chromatic,96,Diamond
DCA,4,3,2,17,79,1723.33,853,NA,0,,,
DCB,7,4,1,26,26,179.75,1682.33,NA,41363,WIT-Revolution,54,Silver
DCC,5,2,2,6,56,2920.67,730.72,NA,0,,,
DCD,4,2,2,11,66,1486.97,1756.11,NA,0,,,
DCE,3,4,2,28,105,1615.25,1469.17,NA,22492,Dystopia,82,Platinum
DCF,2,2,2,6,84,3988.5,2290.95,NA,0,,,
DCG,4,3,2,22,79,1544.67,852,Westworld,32395,-Aurora-,94,Gold
DDA,7,1,1,5,15,374.67,1177.33,Westworld,0,,,
DDB,6,3,1,17,28,420.31,1666.86,Westworld,0,,,
DDC,5,2,1,7,28,4827,785,NA,0,,,
DDD,2,3,2,24,101,4033.31,1825.67,NA,0,,,
DDE,5,4,3,25,118,5195,1778.75,Crypto,22295,Aquarius,92,Diamond
DDF,1,3,2,20,113,3852.32,2256.78,NA,8706,Carbon,97,Diamond
DDG,7,3,2,17,45,92.21,1053,NA,0,,,
DEA,5,2,2,8,56,891,2096,NA,49147,Gladiators,21,Gold
DEB,4,1,2,5,53,1456.75,2272.58,NA,0,,,
DEC,4,4,3,29,138,3115.67,868.67,NA,9110,Siege,73,Platinum
DED,3,3,2,22,90,1905,1856,NA,8867,Monarch Chrysalis,93,Diamond
DEE,5,3,2,18,68,836.25,1780.22,Westworld,0,,,
DEF,2,4,1,26,59,2877.75,1522.17,NA,9357,AQUA-Neptune,84,Diamond
DFA,5,2,2,6,56,826,2281.93,NA,13851,Nuclear Therapy,98,Platinum
DFB,5,3,2,16,68,1197.08,2118.83,NA,12249,Aurora Surrealis,100,Platinum
DFC,4,3,2,17,79,2903.03,884,NA,0,,,
DFD,2,2,2,11,84,4184.02,1900.4,Crypto,16312,39th Street Killers X,98,Diamond
DFE,1,1,1,5,38,2485.57,2090.25,NA,0,,,
DFF,1,3,1,19,56,3244.52,2229.25,NA,0,,,
DFG,7,4,1,24,26,3894.28,172.52,NA,0,,,
DGA,4,3,2,15,79,1353.67,2564,NA,0,,,
DGB,3,5,2,30,120,1868.67,2671.17,NA,36891,FLATLINE,88,Platinum
DGC,4,4,2,26,92,4562.33,945,NA,0,,,
DGD,4,3,2,14,79,4870.67,1941.67,NA,0,,,
DGE,3,5,2,30,120,2229.77,1078.71,Westworld,29865,WTF Ducks,97,Platinum
DGF,6,4,3,28,98,427.02,949.3,Westworld,0,,,
DGG,6,5,2,30,75,3553.63,331.88,NA,9280,Nomads Medical,93,Unranked
DHA,6,3,2,17,56,738.33,2734.67,NA,0,,,
DHB,3,3,2,17,90,1907.73,2570.73,NA,0,,,
DHC,5,3,2,20,68,1010,971.33,NA,23188,Reign of Confusion,95,Unranked
DHD,3,5,2,30,120,4476,2154.14,NA,0,,,
DHE,3,3,2,15,90,1803.58,1901.92,NA,0,,,
DHF,6,3,2,15,56,602.72,804.39,NA,14581,Project Nimbus,72,Platinum
DIA,6,2,2,10,47,416,2988,Westworld,11796,SMTH - Bright Summit,90,Diamond
DIB,3,3,2,12,90,1959.33,2399.33,NA,0,,,
DIC,5,3,2,13,68,5415,1019.21,NA,20303,The Saviors,47,Platinum
DID,3,3,2,18,90,4435.67,2112.33,Crypto,8537,NNGO,95,Platinum
DIE,3,4,2,29,105,1743.8,1953.22,NA,0,,,
DIF,5,3,2,15,68,898.18,1127.5,NA,16040,Winter is Coming,83,Platinum
DJA,7,3,2,12,45,171.05,2750,NA,8802,Luscious Incarnation,72,Platinum
DJB,4,2,2,10,66,1925.88,854,NA,14821,JFK - Future Killers,78,Diamond
DJC,3,3,2,17,90,2880,1068.17,Crypto,0,,,
DJD,4,3,2,20,79,4888,2195,NA,7197,HeLa,86,Unranked
DJE,2,3,2,21,101,2077.5,1874.63,NA,8867,Monarch Chrysalis,93,Diamond
DKA,7,3,1,15,23,19,2478,NA,0,,,
DKB,6,1,2,6,38,571.21,2548.5,NA,0,,,
DKC,6,3,2,21,56,5841.22,1092.89,NA,0,,,
DKD,4,3,2,22,79,5033.67,2279,Crypto,0,,,
DKE,3,1,2,5,60,4517.17,1740.89,NA,16628,Chain Reaction,97,Diamond
DKF,7,3,2,20,45,85.67,2483.92,NA,0,,,
DLA,7,3,1,23,23,161.75,2584.04,NA,0,,,
DLB,6,2,2,6,47,724.33,3051.67,NA,0,,,
DLC,3,3,2,22,90,4166.67,1151.33,Crypto,21526,NS Bomb Shelter,100,Bronze
DLD,5,3,2,12,68,5274,2337.66,NA,0,,,
DLE,5,5,2,30,90,3422.63,585.33,NA,0,,,
DLF,6,2,3,9,70,691.73,2635.35,NA,17133,Torn Medical,95,Silver
DMA,7,4,1,29,26,206.75,1878,NA,8255,Requiem,61,Gold
DMB,6,2,1,8,23,579.67,3202.98,NA,0,,,
DMC,3,3,2,12,90,2953.67,1183.33,Crypto,1149,WTF,95,Diamond
DMD,2,1,2,5,68,4119.93,2448.81,NA,10566,The Rifle Company,56,Platinum
DME,3,4,2,29,105,2201.54,1190.42,NA,0,,,
DMF,4,1,1,5,26,1231.25,2525.29,NA,0,,,
DNB,7,2,1,9,19,223.22,2317.48,NA,11131,Infernum-,64,Gold
DNC,4,3,2,12,79,1247.7,3067.1,NA,0,,,
DND,3,3,2,22,90,3785.33,1217.33,NA,0,,,
DNE,6,3,2,19,56,2326.34,402.68,Westworld,9953,The Drunk Tank,64,Platinum
DNF,7,2,1,9,19,4891.75,57.33,NA,33783,Impulse,91,Bronze
DNG,3,3,2,17,90,1810.75,3156.42,NA,0,,,
DOB,7,3,2,19,45,325.77,2832.49,Crypto,0,,,
DOC,4,2,2,9,66,1434.33,3191,NA,9356,SMTH - Party Animals,96,Platinum
DOD,4,3,2,20,79,1550,1247.85,NA,0,,,
DOE,5,3,2,24,68,937,1615,Westworld,0,,,
DOF,5,3,2,23,68,3985.21,638.58,NA,9100,The Black Hand,74,Platinum
DOG,1,2,1,9,47,3253,2714.11,NA,0,,,
DPB,6,3,2,18,56,501.04,2516.44,Westworld,0,,,
DPC,4,3,1,15,39,1302.55,2964.11,NA,0,,,
DPD,3,3,2,22,90,3843.33,1278,NA,231,Destructive Anomaly,92,Diamond
DPE,5,3,1,23,34,2173.48,744.73,NA,0,,,
DPF,1,4,1,29,66,3483.61,2786.39,NA,0,,,
DPG,7,2,2,10,38,89.56,2851,NA,30584,Disorderly Conduct,28,Platinum
DQB,6,3,2,13,56,617.75,2917.92,NA,9745,Emergency Room,84,Gold
DQC,1,3,2,14,113,3766.67,2569.67,Crypto,0,,,
DQD,3,3,2,22,90,3042,1297.33,Crypto,42125,ODB,95,Diamond
DQF,7,4,1,26,26,2668,42.23,NA,0,,,
DQG,6,2,2,7,47,453.81,3167,Westworld,11796,SMTH - Bright Summit,90,Diamond
DRB,6,4,1,25,33,793.63,3134.92,NA,0,,,
DRC,1,3,2,19,113,3755.42,2616.53,Crypto,0,,,
DRD,3,3,2,16,90,2917.67,1319.66,NS,0,,,
DRE,7,4,2,25,53,2266.13,203.67,NA,8400,Lingering Insanity,65,Diamond
DRF,7,3,1,17,23,2939.7,169.35,NA,7652,Alley Cats,48,Platinum
DRG,1,2,2,10,94,2767.11,2883.22,NA,0,,,
DSB,5,2,2,8,56,1009.28,2062.08,NA,0,,,
DSC,1,4,2,24,131,3267.33,3181.69,NA,35507,The Nest,79,Gold
DSD,2,3,2,22,101,3048.33,1357,NS,42125,ODB,95,Diamond
DSE,6,1,1,5,19,3136.67,474.67,NA,0,,,
DSF,6,4,1,28,33,3600.3,374.94,Westworld,9280,Nomads Medical,93,Unranked
DSG,4,2,2,7,66,3495.59,1013.58,NA,0,,,
DTB,6,3,2,21,56,505.33,535.92,NA,0,,,
DTC,1,3,2,22,113,3222.94,3070.56,NA,0,,,
DTD,5,3,1,14,34,1015.33,1393.33,Westworld,2095,SMTH - Healing Pulse,69,Silver
DTE,3,3,2,12,90,4449.99,1186.97,NA,0,,,
DTF,6,4,1,28,33,4532.86,275.5,NA,0,,,
DTG,4,3,2,18,79,5040.96,2988.35,NA,8836,Vinerri,99,Diamond
DUB,7,3,1,14,23,232.89,648.28,NA,6895,Iron Rose Cartel,73,Gold
DUC,1,2,3,6,141,3000.75,2928.41,NA,0,,,
DUD,7,3,2,22,45,6131.01,1662.14,NA,0,,,
DUE,1,2,2,9,94,2651.67,1640,NS,16282,Nuclear Winter,99,Diamond
DUF,6,4,2,26,66,2147,274.33,Westworld,0,,,
DUG,5,4,2,29,79,5108.66,2461.12,NA,26154,The Rifle Medics,98,Unranked
DVB,7,3,1,13,23,18.45,161.64,NA,7227,The Collective JTF,94,Platinum
DVC,7,3,1,13,23,2293.49,18,NA,28349,Dexter&#039;s Laboratory,92,Diamond
DVD,2,2,2,10,84,3184.33,1457,NA,0,,,
DVE,2,4,2,26,118,2700.22,1376.44,NA,9412,BLACK STATUES,98,Diamond
DVF,7,5,1,29,30,5319.97,250.25,NA,35840,Baby Champers,97,Gold
DVG,4,3,2,11,79,4988.67,2575,NA,0,,,
DWB,7,3,2,13,45,123.83,1141,NA,0,,,
DWC,6,4,1,27,33,2743.8,270,NA,7652,Alley Cats,48,Platinum
DWD,2,2,2,9,84,3227,1501.34,NS,40992,Medic!!,97,Diamond
DWE,2,5,2,30,135,2185.22,2044.1,NS,0,,,
DWF,3,3,1,19,45,3533.5,1200.04,NA,0,,,
DWG,2,4,2,27,118,4155.67,2767,NA,0,,,
DXB,5,2,2,9,56,1010.58,2888.42,NA,0,,,
DXC,5,4,1,26,39,3323.09,550.67,NA,0,,,
DXD,5,3,1,19,34,5451.33,1550,NA,11539,The Sick Bay,99,Unranked
DXE,4,3,2,23,79,1540.54,2028.59,NA,0,,,
DXF,5,3,1,20,34,984.87,806.37,NA,0,,,
DXG,5,1,2,5,45,5222,2424.67,NA,37450,Wargasm-DNA,53,Silver
DYB,5,2,2,10,56,1075,2520.33,NA,27370,Desert Eagle,68,Platinum
DYC,6,2,2,7,47,4557,383.67,NA,0,,,
DYD,7,3,2,20,45,5969.04,1635,NA,0,,,
DYE,3,2,2,9,75,1692.83,1884.75,NA,44762,Monarch Retardation,48,Platinum
DYF,6,3,1,22,28,5501.23,295.35,NA,0,,,
DYG,6,5,2,30,75,5495.31,2523.02,NA,8317,Naughty Souls,80,Diamond
DZB,4,4,2,27,92,1218.42,2779.68,Westworld,10818,Lex Wolverines,88,Platinum
DZC,5,3,2,19,68,4155.33,546,NA,9100,The Black Hand,74,Platinum
DZD,2,2,2,11,84,3990.33,1622.67,NA,0,,,
DZE,2,3,2,14,101,3776.55,1478.67,NA,231,Destructive Anomaly,92,Diamond
DZF,7,3,1,24,23,6200.49,53,NA,13343,The Defiant,33,Platinum
DZG,7,3,1,21,23,6025.88,2859.86,NA,0,,,
EAA,7,3,2,12,45,395.33,446.05,NA,10140,In Memory of the Fallen,81,Platinum
EAB,4,2,2,9,66,1351.33,2425,NA,0,,,
EAC,5,3,2,21,68,2844.33,622.67,NA,9674,Smells like Sex,56,Platinum
EAD,3,4,2,28,105,1974.67,1709.34,NA,10739,The Next Level - Forge,85,Diamond
EAE,4,3,2,22,79,4951.72,1567.92,NA,0,,,
EAF,6,3,1,13,28,635.13,1430.72,JFK,16120,WarDogs CM,23,Unranked
EAG,4,1,2,5,53,4702.08,2988.35,NA,0,,,
EBA,5,4,2,26,79,1707.33,713.55,Westworld,21665,Monarch Army of Light,97,Diamond
EBB,6,4,2,25,66,423.44,1273.49,JFK,42435,Nub Army,54,Platinum
EBC,5,5,3,30,135,2367.08,764.75,Westworld,0,,,
EBD,4,3,2,20,79,1563.24,1720,NA,8384,Savage Plague,67,Platinum
EBE,4,4,2,25,92,4931.84,1690.5,Crypto,0,,,
EBF,2,2,1,10,42,2381.68,2305.83,NS,0,,,
EBG,3,5,3,30,180,4572.19,2893.36,Crypto,15151,The ZOO,94,Platinum
ECA,4,3,1,16,39,1381.67,839,NA,0,,,
ECB,7,4,1,27,26,208.55,1710.67,NA,41363,WIT-Revolution,54,Silver
ECC,5,3,2,16,68,4824.33,755.33,NA,0,,,
ECD,7,3,2,19,45,6142.67,1758.67,NA,0,,,
ECE,3,5,2,29,120,1601.42,1573.29,Westworld,22492,Dystopia,82,Platinum
ECF,2,3,1,23,51,3971.33,2226.56,Crypto,0,,,
ECG,4,3,2,12,79,1770,838.67,NA,23193,Materia,54,Gold
EDA,5,2,2,7,56,835,1216,Westworld,0,,,
EDB,7,5,1,30,30,330.92,1659.12,NA,0,,,
EDC,5,3,2,11,68,3820.33,754.11,Crypto,15655,Ravage,97,Platinum
EDD,1,3,2,22,113,3853,1813.66,NA,0,,,
EDE,5,5,3,29,135,5292.08,1858.21,NA,0,,,
EDF,2,2,2,8,84,3955.39,2282.61,NA,0,,,
EDG,5,3,2,23,68,3283.47,567.34,NA,0,,,
EEA,5,3,2,14,68,971,2116.7,NA,36693,S.W.A.T Academy,44,Platinum
EEB,4,2,2,7,66,1442.29,2272.43,NA,0,,,
EEC,4,4,2,28,92,4060.67,870,NA,33007,HAKA,68,Platinum
EED,4,3,2,16,79,1464.44,1841.67,NA,33097,Occultus,88,Platinum
EEE,5,4,2,28,79,1096.47,1659.45,Westworld,0,,,
EEF,2,4,1,26,59,2796.92,1522.17,NA,9357,AQUA-Neptune,84,Diamond
EFA,5,2,2,7,56,840,2282.33,NA,13851,Nuclear Therapy,98,Platinum
EFB,4,2,2,9,66,1212.99,2071,NA,8468,Bloodbath and Beyond,93,Diamond
EFC,5,4,2,27,79,5347.67,904.87,NA,0,,,
EFD,3,3,1,17,45,1639.67,1919.67,NA,0,,,
EFE,1,3,2,12,113,2467.37,2074.34,NA,18736,Monarch Research,100,Diamond
EFF,1,3,1,19,56,3107.32,2039.65,NA,0,,,
EFG,6,3,1,18,28,4238.77,281.47,NA,0,,,
EGA,7,2,2,7,38,295.67,2573.67,Westworld,0,,,
EGB,3,4,2,27,105,1879.97,2703.08,NA,36891,FLATLINE,88,Platinum
EGC,4,3,1,15,39,3556.67,953.34,NA,0,,,
EGD,4,2,2,7,66,1281,1931.29,NA,0,,,
EGE,4,4,2,28,92,2173.83,1003.33,NA,29865,WTF Ducks,97,Platinum
EGF,7,4,2,28,53,387.33,895.99,Westworld,0,,,
EHA,3,3,2,22,90,1743.33,2792,NA,0,,,
EHB,3,2,2,10,75,1893.67,2563.86,NA,0,,,
EHC,4,3,2,19,79,4562.67,985,NA,9118,Maiden Voyage,99,Unranked
EHD,3,4,2,28,105,4354,2050,Crypto,0,,,
EHE,3,2,2,10,75,1784.08,1876.54,NA,0,,,
EHF,6,3,2,19,56,781.52,770.82,Westworld,14581,Project Nimbus,72,Platinum
EIA,6,2,2,9,47,427.33,2998.67,Westworld,11796,SMTH - Bright Summit,90,Diamond
EIB,2,3,1,22,51,2002.75,2361.92,NA,0,,,
EIC,6,3,2,18,56,5519.67,1022,NA,20303,The Saviors,47,Platinum
EID,4,4,2,28,92,4984.34,2140,NA,22295,Aquarius,92,Diamond
EIE,3,2,2,7,75,1640.58,2004.41,NA,0,,,
EIF,6,5,2,29,75,629,1060.65,Westworld,0,,,
EJA,7,3,2,14,45,94,2819.55,NA,30584,Disorderly Conduct,28,Platinum
EJB,4,2,2,8,66,1889.42,887.06,NA,14821,JFK - Future Killers,78,Diamond
EJC,4,2,2,10,66,4675.67,1055.72,NA,0,,,
EJD,4,3,2,15,79,4805.66,2174.67,NA,7197,HeLa,86,Unranked
EJE,1,4,2,25,131,3538.3,2049.59,Crypto,11581,Natural Selection III,94,Diamond
EKA,7,3,1,21,23,38.67,2445.52,NA,0,,,
EKB,6,2,2,7,47,591.92,2541.42,NA,20211,CR-ACK,55,Silver
EKC,3,3,3,18,135,3614.89,1103.38,Crypto,0,,,
EKD,5,4,2,27,79,5128.67,2303,NA,0,,,
EKE,3,1,2,5,60,4507.33,1732.67,NA,16628,Chain Reaction,97,Diamond
EKF,7,3,2,17,45,239.55,2833.25,Westworld,0,,,
ELA,7,3,1,20,23,194.41,2626.18,NA,0,,,
ELB,6,2,2,10,47,728,3022.33,NA,0,,,
ELC,3,3,2,12,90,4538.66,1150.04,NA,21526,NS Bomb Shelter,100,Bronze
ELD,4,4,2,28,92,4765,2370,NA,0,,,
ELE,5,2,2,8,56,3467.66,627.17,NA,0,,,
ELF,6,4,3,26,98,758.42,2480.5,Westworld,8954,Nuclear Armageddon,95,Diamond
EMA,7,4,1,25,26,307.64,1915.8,NA,8255,Requiem,61,Gold
EMB,6,2,2,10,47,653.33,3184.31,Westworld,0,,,
EMC,3,3,2,21,90,3141.33,1190.67,NA,10820,Lithium,82,Diamond
EMD,2,2,2,11,84,4082.6,2461,NA,8520,Xenon,95,Diamond
EME,3,5,2,30,120,2070.73,1253.79,NA,0,,,
EMF,4,1,1,5,26,1212.37,2514.13,NA,0,,,
ENB,7,3,1,22,23,64.55,2196.96,NA,11131,Infernum-,64,Gold
ENC,4,2,2,9,66,1317.69,3113.11,NA,0,,,
END,3,3,2,15,90,2995.67,1220.67,Crypto,0,,,
ENE,5,4,1,27,39,3470.47,767.05,NA,49763,Brotherhood of Darkness,30,Gold
ENF,7,3,1,13,23,5246.22,91.67,NA,8811,Impulse 13!,79,Gold
ENG,3,1,2,5,60,1929.21,3111.72,NA,0,,,
EOB,7,3,2,12,45,392.27,2850,Westworld,0,,,
EOC,4,3,2,12,79,1438.15,3236.53,NA,9356,SMTH - Party Animals,96,Platinum
EOD,5,3,2,13,68,5213.8,1236,NA,0,,,
EOE,3,4,2,28,105,1803.33,1733.45,NA,0,,,
EOF,2,3,2,14,101,4005,1840.41,NA,11747,Natural Selection II,98,Diamond
EPB,6,3,2,21,56,516.39,2473.79,Westworld,0,,,
EPC,6,3,1,18,28,742.14,3196.88,NA,0,,,
EPD,4,3,2,16,79,4868.67,1262,NA,43325,Crime Syndicate,95,Platinum
EPE,5,2,2,9,56,2149.33,578,Westworld,26312,JFK - Misfits,89,Gold
EPF,1,3,1,23,56,3378.8,2909.62,NA,0,,,
EPG,7,3,2,20,45,117.96,2716,NA,8802,Luscious Incarnation,72,Platinum
EQB,6,3,2,13,56,653.67,2848.5,NA,21028,Nuclear Clinic,100,Unranked
EQC,1,3,2,16,113,3102.33,2075.42,NA,0,,,
EQD,3,3,2,21,90,4311.67,1302,NA,0,,,
EQF,7,5,1,29,30,2736.21,60.67,NA,0,,,
EQG,6,3,2,14,56,459.04,3185.74,Westworld,11796,SMTH - Bright Summit,90,Diamond
ERB,5,3,1,15,34,903.35,3124.33,NA,10741,SMTH - Trisolary,99,Bronze
